# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	72765	74147	-	JJLLKI_00084	ydgI	Putative arginine/ornithine antiporter	GO:0005886, GO:0006865, GO:0015297, KEGG:K03758, RefSeq:WP_000412353.1, SO:0001217, UniParc:UPI0000059E3F, UniRef:UniRef100_Q7CQK4, UniRef:UniRef50_P0AAE5, UniRef:UniRef90_P0AAE5
contig_1	cds	74446	75390	-	JJLLKI_00085	ydgH	DUF1471 domain-containing protein	RefSeq:WP_000769294.1, SO:0001217, UniParc:UPI00000CD08E, UniRef:UniRef100_Q8ZPL1, UniRef:UniRef50_P76177, UniRef:UniRef90_A9MRU3
contig_1	cds	75917	77446	+	JJLLKI_00086	pntA	Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha	COG:C, COG:COG3288, EC:7.1.1.1, GO:0005886, GO:0006740, GO:0008750, GO:0016491, GO:0046983, GO:0050661, GO:0120029, GO:1902600, RefSeq:WP_001219355.1, SO:0001217, UniParc:UPI00016C092A, UniRef:UniRef100_A0A5W5AML5, UniRef:UniRef50_P07001, UniRef:UniRef90_P07001
contig_1	cds	77457	78845	+	JJLLKI_00087	pntB	Re/Si-specific NAD(P)(+) transhydrogenase subunit beta	COG:C, COG:COG1282, EC:7.1.1.1, GO:0005886, GO:0006740, GO:0008750, GO:0016020, GO:0050661, GO:0120029, KEGG:K00325, RefSeq:WP_000014056.1, SO:0001217, UniParc:UPI0000059E72, UniRef:UniRef100_Q7CQK3, UniRef:UniRef50_P0AB67, UniRef:UniRef90_P0AB67
contig_1	cds	79020	80054	-	JJLLKI_00088		AI-2E family transporter	KEGG:K11744, RefSeq:WP_001580118.1, SO:0001217, UniParc:UPI000230A466, UniRef:UniRef100_A0A6C8GN70, UniRef:UniRef50_P0AFS5, UniRef:UniRef90_A0A212IKN6
contig_1	cds	80471	80833	+	JJLLKI_00089	mdtJ	Spermidine export protein MdtJ	RefSeq:WP_000500278.1, SO:0001217, UniParc:UPI0000059E74, UniRef:UniRef100_Q7CQK1, UniRef:UniRef90_Q7CQK1
contig_1	cds	80820	81149	+	JJLLKI_00090	mdtI	multidrug/spermidine efflux SMR transporter subunit MdtI	GO:0005886, GO:0015199, GO:0015220, GO:0015297, GO:0015606, GO:0015871, GO:0031460, GO:1903711, KEGG:K11742, RefSeq:WP_001580115.1, SO:0001217, UniParc:UPI000230A465, UniRef:UniRef100_A0A6C8GP36, UniRef:UniRef50_Q7CQK0, UniRef:UniRef90_Q7CQK0
contig_1	cds	81184	82005	-	JJLLKI_00091		Serine protease	RefSeq:WP_000549647.1, SO:0001217, UniParc:UPI00016046D5, UniRef:UniRef100_A0A3T7X8F3, UniRef:UniRef50_A0A0U5L432, UniRef:UniRef90_Q7CQJ9
contig_1	cds	82274	82525	-	JJLLKI_00092	asr	acid resistance repetitive basic protein Asr	GO:0010447, GO:0042597, NCBIFam:NF033636.1, RefSeq:WP_023193189.1, SO:0001217, UniParc:UPI0003BD8B39, UniRef:UniRef100_A0A3Z3GFK2, UniRef:UniRef50_Q93MH4, UniRef:UniRef90_Q93MH4
contig_1	cds	82761	82853	+	JJLLKI_00093		KPN_01571 family protein	RefSeq:WP_023227479.1, SO:0001217, UniParc:UPI0003BCC35F, UniRef:UniRef100_A0A8E6KU50, UniRef:UniRef50_A0A1I6DMD0, UniRef:UniRef90_A0A8E6KU50
contig_1	cds	82920	84173	-	JJLLKI_00094		Transport protein	SO:0001217, UniRef:UniRef50_P43531, UniRef:UniRef90_Q8X784
contig_1	cds	84293	85192	+	JJLLKI_00095		HTH lysR-type domain-containing protein	RefSeq:WP_001019577.1, SO:0001217, UniParc:UPI00000CD08F, UniRef:UniRef100_Q8ZPK8, UniRef:UniRef50_P77559, UniRef:UniRef90_A9MRT4
contig_1	cds	85320	86540	+	JJLLKI_00096	mlc	DNA-binding transcriptional repressor Mlc	COG:COG1940, COG:GK, GO:0003677, GO:0005737, GO:0006351, GO:0006355, GO:0016020, GO:0042802, GO:0046872, KEGG:K15545, RefSeq:WP_000225094.1, SO:0001217, UniParc:UPI000169ED69, UniRef:UniRef100_A0A5W1VPW7, UniRef:UniRef50_P50456, UniRef:UniRef90_P50456
contig_1	cds	86666	87361	+	JJLLKI_00097	bioD	dethiobiotin synthase	COG:COG0132, COG:H, EC:6.3.3.3, GO:0000287, GO:0004141, GO:0005524, GO:0005829, GO:0009102, KEGG:K01935, RefSeq:WP_000919233.1, SO:0001217, UniParc:UPI0000126936, UniRef:UniRef100_Q8ZPK6, UniRef:UniRef50_P0A6E9, UniRef:UniRef90_P0A6E9
contig_1	cds	87317	88570	-	JJLLKI_00098	clcB	voltage-gated ClC-type chloride channel ClcB	GO:0005247, GO:0005886, GO:0006821, GO:0010447, GO:0016020, GO:0034707, SO:0001217, UniRef:UniRef50_P76175, UniRef:UniRef90_Q8ZPK5
contig_1	cds	88742	89890	-	JJLLKI_00099	osmV	osmoprotectant ABC transporter ATP-binding protein OsmV	BlastRules:WP_000593086, COG:COG1125, COG:E, EC:7.6.2.-, GO:0005524, GO:0005886, GO:0016887, GO:0031460, RefSeq:WP_000593093.1, SO:0001217, UniParc:UPI000160462E, UniRef:UniRef100_A0A637CI08, UniRef:UniRef50_Q8ZPK4, UniRef:UniRef90_Q8ZPK4
contig_1	cds	89890	90537	-	JJLLKI_00100	osmW	osmoprotectant ABC transporter permease OsmW	BlastRules:WP_000379677, COG:COG1174, COG:E, GO:0005886, GO:0031460, GO:0055085, RefSeq:WP_001580094.1, SO:0001217, UniParc:UPI000230A45F, UniRef:UniRef100_A0A6C8GMX9, UniRef:UniRef50_Q8ZPK3, UniRef:UniRef90_Q8ZPK3
contig_1	cds	90547	91449	-	JJLLKI_00101	osmX	osmoprotectant ABC transporter substrate-binding protein OsmX	BlastRules:WP_001211193, GO:0022857, GO:0042597, GO:0043190, RefSeq:WP_001211193.1, SO:0001217, UniParc:UPI00000CD093, UniRef:UniRef100_Q8ZPK2, UniRef:UniRef50_Q8ZPK2, UniRef:UniRef90_Q8ZPK2
contig_1	cds	91478	92188	-	JJLLKI_00102	osmY	osmoprotectant ABC transporter permease OsmY	BlastRules:WP_000557304, GO:0005886, GO:0055085, RefSeq:WP_000557304.1, SO:0001217, UniParc:UPI00000CD094, UniRef:UniRef100_Q8ZPK1, UniRef:UniRef50_Q8ZPK1, UniRef:UniRef90_Q8ZPK1
contig_1	cds	92493	93107	-	JJLLKI_00103	dmsD	Tat proofreading chaperone DmsD	GO:0005048, GO:0061077, RefSeq:WP_000206571.1, SO:0001217, UniParc:UPI00016A0592, UniRef:UniRef100_A0A637CVL0, UniRef:UniRef50_P69853, UniRef:UniRef90_Q8ZPK0
contig_1	cds	93150	94007	-	JJLLKI_00104		Dimethyl sulfoxide reductase subunit H	KEGG:K07312, RefSeq:WP_000534698.1, SO:0001217, UniParc:UPI0001F8BB69, UniRef:UniRef100_A0A5W7YYS9, UniRef:UniRef50_P18777, UniRef:UniRef90_A0A0T9XXT1
contig_1	cds	94009	94626	-	JJLLKI_00105	ynfG	DMSO/selenate family reductase complex B subunit	COG:C, COG:COG0437, EC:1.8.5.3, GO:0009061, GO:0046872, GO:0051539, GO:1990204, RefSeq:WP_000213064.1, SO:0001217, UniParc:UPI00000CD097, UniRef:UniRef100_Q8ZPJ8, UniRef:UniRef50_P18776, UniRef:UniRef90_P18776
contig_1	cds	94637	97072	-	JJLLKI_00106	ynfF	selenate/tellurate reductase subunit YnfF	SO:0001217, UniRef:UniRef50_P77783, UniRef:UniRef90_A0A9Q7ZSH8
contig_1	cds	97171	99609	-	JJLLKI_00107	ynfE	selenate/tellurate reductase subunit YnfE	RefSeq:WP_001117605.1, SO:0001217, UniParc:UPI000169F511, UniRef:UniRef100_A0A616M6E0, UniRef:UniRef50_P77374, UniRef:UniRef90_A9MRM9
contig_1	cds	99766	100071	-	JJLLKI_00108		Outer membrane protein	SO:0001217, UniParc:UPI0001604629, UniRef:UniRef100_Q8ZPJ5, UniRef:UniRef50_P76172, UniRef:UniRef90_A9MRN0
contig_1	cds	100211	100888	+	JJLLKI_00109	ynfC	YnfC family lipoprotein	GO:0005886, SO:0001217, UniParc:UPI000230A453, UniRef:UniRef100_A0A5I4U2H6, UniRef:UniRef50_Q8ZPJ4, UniRef:UniRef90_Q8ZPJ4
contig_1	cds	100929	101489	-	JJLLKI_00110	speG	spermidine N1-acetyltransferase	COG:COG1670, COG:JO, EC:2.3.1.57, GO:0000287, GO:0004145, GO:0006598, GO:0008080, GO:0015936, GO:0032991, GO:0042802, GO:0046203, GO:0046208, GO:1990235, RefSeq:WP_000199997.1, SO:0001217, UniParc:UPI00000CD09C, UniRef:UniRef100_Q8ZPJ3, UniRef:UniRef50_P0A951, UniRef:UniRef90_P0A951
contig_1	cds	101525	101866	-	JJLLKI_00111	ynfB	DUF1283 domain-containing protein	RefSeq:WP_001066440.1, SO:0001217, UniParc:UPI0000059E88, UniRef:UniRef100_Q7CQJ7, UniRef:UniRef50_P76170, UniRef:UniRef90_Q7CQJ7
contig_1	cds	102010	102345	+	JJLLKI_00112	ynfA	YnfA family protein	GO:0016020, KEGG:K09771, SO:0001217, UniRef:UniRef50_A0KKX4, UniRef:UniRef90_G5LP42
contig_1	cds	102467	103681	+	JJLLKI_00113	rspA	starvation-sensing protein RspA	BlastRules:WP_001295394, EC:4.2.1.-, EC:4.2.1.8, GO:0000287, GO:0008927, GO:0009063, GO:0016052, KEGG:K08323, RefSeq:WP_000706269.1, SO:0001217, UniParc:UPI000160455B, UniRef:UniRef100_A0A603BLG9, UniRef:UniRef50_C6D9S0, UniRef:UniRef90_B5RAG0
contig_1	cds	103692	104711	+	JJLLKI_00114		Zn-dependent oxidoreductase	GO:0008270, GO:0016491, RefSeq:WP_001580070.1, SO:0001217, UniParc:UPI000230A450, UniRef:UniRef100_A0A6C8GNH6, UniRef:UniRef50_A0A085GC88, UniRef:UniRef90_Q8ZPJ0
contig_1	cds	104765	106144	+	JJLLKI_00115		Major facilitator superfamily (MFS) profile domain-containing protein	KEGG:K08173, RefSeq:WP_077464054.1, SO:0001217, UniParc:UPI000985B3A3, UniRef:UniRef100_A0A6C8GP77, UniRef:UniRef50_A8AGU2, UniRef:UniRef90_A8AGU2
contig_1	cds	106288	107754	+	JJLLKI_00116		D-mannonate oxidoreductase	RefSeq:WP_077464056.1, SO:0001217, UniParc:UPI000986E5F3, UniRef:UniRef100_A0A5I4U042, UniRef:UniRef50_P39160, UniRef:UniRef90_A0A0T7RNK8
contig_1	cds	107821	108024	-	JJLLKI_00117	ydfZ	Selenium delivery protein YdfZ	RefSeq:WP_000989267.1, SO:0001217, UniParc:UPI0000059E8D, UniRef:UniRef100_Q7CQJ6, UniRef:UniRef50_A9MRP0, UniRef:UniRef90_A9MRP0
contig_1	cds	108205	108891	-	JJLLKI_00118		FCD domain-containing protein	KEGG:K22293, RefSeq:WP_000215562.1, SO:0001217, UniParc:UPI000048ECA2, UniRef:UniRef100_A0A5V6NI76, UniRef:UniRef50_Q320N4, UniRef:UniRef90_A0A0U0WGA4
contig_1	cds	109021	109767	-	JJLLKI_00119	ydfG	bifunctional NADP-dependent 3-hydroxy acid dehydrogenase/3-hydroxypropionate dehydrogenase YdfG	COG:C, COG:COG4221, EC:1.1.1.298, EC:1.1.1.381, GO:0005829, GO:0016491, GO:0035527, RefSeq:WP_000636564.1, SO:0001217, UniParc:UPI0000059E8F, UniRef:UniRef100_P69936, UniRef:UniRef50_P39831, UniRef:UniRef90_Q8FHD2
contig_1	cds	109906	111948	+	JJLLKI_00120	dcp	peptidyl-dipeptidase Dcp	EC:3.4.15.5, GO:0004180, GO:0004222, GO:0005829, GO:0006508, GO:0008237, GO:0046872, RefSeq:WP_077464058.1, SO:0001217, UniParc:UPI000305D275, UniRef:UniRef100_A0A5W1RIK5, UniRef:UniRef50_P24171, UniRef:UniRef90_P27236
contig_1	cds	112293	112475	+	JJLLKI_00121	gsiB	Stress-induced acidophilic repeat protein	COG:COG3729, COG:R, KEGG:K06884, RefSeq:WP_000807642.1, SO:0001217, UniParc:UPI0000059E91, UniRef:UniRef100_Q7CQJ4, UniRef:UniRef50_P56614, UniRef:UniRef90_A0A9X8BN01
contig_1	cds	112595	113122	-	JJLLKI_00122		2-oxo-tetronate isomerase	EC:3.5.1.42, KEGG:K03743, RefSeq:WP_001235357.1, SO:0001217, UniParc:UPI00000D505B, UniRef:UniRef100_Q8ZPI7, UniRef:UniRef50_P31131, UniRef:UniRef90_A9MRP6
contig_1	cds	113549	113941	+	JJLLKI_00123	ydeI	YdeI family stress tolerance OB fold protein	RefSeq:WP_000776348.1, SO:0001217, UniParc:UPI00000CD0A1, UniRef:UniRef100_Q8ZPI6, UniRef:UniRef50_B7LRB6, UniRef:UniRef90_A0A379SVE9
contig_1	ncRNA	114076	114294	+	JJLLKI_00124	STnc560	STnc560 Hfq binding RNA	RFAM:RF01407, SO:0000655
contig_1	cds	114288	114383	-	JJLLKI_00125	mgtS	protein MgtS	RefSeq:WP_000901531.1, SO:0001217, UniParc:UPI000169E7FD, UniRef:UniRef100_A0A3R0BE33, UniRef:UniRef50_G5ND55, UniRef:UniRef90_G5ND55
contig_1	cds	114631	115818	-	JJLLKI_00126	ydeE	efflux MFS transporter YdeE	GO:0022857, GO:0055085, RefSeq:WP_001068056.1, SO:0001217, UniParc:UPI00016BEF6A, UniRef:UniRef100_A0A5W1UE61, UniRef:UniRef50_P31126, UniRef:UniRef90_Q8ZPI5
contig_1	cds	116046	116948	+	JJLLKI_00127	eamA	O-acetylserine/cysteine exporter	GO:0005886, GO:0006865, GO:0016020, KEGG:K15268, RefSeq:WP_000987750.1, SO:0001217, UniParc:UPI00004F7C1B, UniRef:UniRef100_A0A637CUI9, UniRef:UniRef50_Q56072, UniRef:UniRef90_Q56072
contig_1	cds	117067	117276	-	JJLLKI_00128	marB	multiple antibiotic resistance protein MarB	GO:0046677, KEGG:K13630, SO:0001217, UniParc:UPI0003E4DB50, UniRef:UniRef100_P0A214, UniRef:UniRef50_P0A214, UniRef:UniRef90_P0A214
contig_1	cds	117311	117694	-	JJLLKI_00129	marA	MDR efflux pump AcrAB transcriptional activator MarA	COG:COG2207, COG:K, GO:0003700, GO:0043565, GO:0046677, KEGG:K13632, RefSeq:WP_000091194.1, SO:0001217, UniParc:UPI00004F7C1D, UniRef:UniRef100_P0A2S4, UniRef:UniRef50_P0A2S4, UniRef:UniRef90_P0A2S4
contig_1	cds	117714	118148	-	JJLLKI_00130	marR	multiple antibiotic resistance transcriptional regulator MarR	COG:COG1846, COG:K, GO:0003677, GO:0003700, GO:0006355, GO:0006950, GO:0046677, KEGG:K03712, RefSeq:WP_000843434.1, SO:0001217, UniParc:UPI000000032C, UniRef:UniRef100_P0A2T4, UniRef:UniRef50_P27245, UniRef:UniRef90_P0A2T4
contig_1	cds	118407	119072	+	JJLLKI_00131	marC	MarC family NAAT transporter	COG:COG2095, COG:E, GO:0005886, GO:0016020, KEGG:K05595, RefSeq:WP_000968968.1, SO:0001217, UniParc:UPI0000059E98, UniRef:UniRef100_P0A2L5, UniRef:UniRef50_P0AEY1, UniRef:UniRef90_P0AEY1
contig_1	cds	119119	120309	-	JJLLKI_00132	sotB	sugar transporter	GO:0005886, GO:0015144, GO:0022857, GO:0055085, KEGG:K08159, RefSeq:WP_000154617.1, SO:0001217, UniParc:UPI0000059E99, UniRef:UniRef100_B5F613, UniRef:UniRef50_P31122, UniRef:UniRef90_P58531
contig_1	cds	120425	121297	-	JJLLKI_00133	yneJ	LysR family transcriptional regulator YneJ	RefSeq:WP_001580048.1, SO:0001217, UniParc:UPI0002309F99, UniRef:UniRef100_A0A6C8GMW8, UniRef:UniRef90_A9MRQ3
contig_1	cds	121400	122788	+	JJLLKI_00134	sad	succinate-semialdehyde dehydrogenase	EC:1.2.1.24, GO:0004030, RefSeq:WP_023233736.1, SO:0001217, UniParc:UPI0003BCB949, UniRef:UniRef100_A0A5U2QQ83, UniRef:UniRef50_P76149, UniRef:UniRef90_Q8ZPI3
contig_1	cds	122861	123787	+	JJLLKI_00135	glsB	glutaminase B	COG:COG2066, COG:E, EC:3.5.1.2, GO:0004359, GO:0006537, GO:0006541, GO:0006543, RefSeq:WP_000090081.1, SO:0001217, UniParc:UPI00000CD0A5, UniRef:UniRef100_Q8ZPI2, UniRef:UniRef50_P0A6W0, UniRef:UniRef90_P0A6W0
contig_1	cds	123787	124146	+	JJLLKI_00136		DUF4186 domain-containing protein	RefSeq:WP_000992449.1, SO:0001217, UniParc:UPI00000CD0A6, UniRef:UniRef100_Q8ZPI1, UniRef:UniRef50_B5RAE0, UniRef:UniRef90_B5RAE0
contig_1	cds	124369	125316	+	JJLLKI_00137	yneE	Voltage-dependent anion channel-forming protein YneE	GO:0005254, GO:0005886, KEGG:K08994, SO:0001217, UniParc:UPI000048EC95, UniRef:UniRef100_Q8ZPI0, UniRef:UniRef50_P76146, UniRef:UniRef90_Q8ZPI0
contig_1	cds	125372	125899	-	JJLLKI_00138		DUF3225 domain-containing protein	SO:0001217, UniParc:UPI00017A8B6A, UniRef:UniRef100_Q8ZPH9, UniRef:UniRef50_S5NES5, UniRef:UniRef90_A0A753E068
contig_1	cds	126631	127749	+	JJLLKI_00139		Outer membrane protein	RefSeq:WP_000758336.1, SO:0001217, UniParc:UPI00016BEFB9, UniRef:UniRef100_A0A3V9FEA2, UniRef:UniRef50_P02931, UniRef:UniRef90_A0A2I5HH18
contig_1	cds	127879	128220	-	JJLLKI_00140	hypA	hydrogenase maturation nickel metallochaperone HypA	GO:0008901, GO:0016151, GO:0036211, RefSeq:WP_000544772.1, SO:0001217, UniParc:UPI000048EC93, UniRef:UniRef100_A0A616M6G3, UniRef:UniRef50_A0A761CKM5, UniRef:UniRef90_A0A761CKM5
contig_1	cds	128233	129120	-	JJLLKI_00141		ATP/GTP-binding protein	RefSeq:WP_001189393.1, SO:0001217, UniParc:UPI0002300E72, UniRef:UniRef100_A0A618J6X3, UniRef:UniRef50_A9MRR0, UniRef:UniRef90_V7IN14
contig_1	cds	129108	130169	-	JJLLKI_00142		Rubredoxin	KEGG:K03618, RefSeq:WP_001580040.1, SO:0001217, UniParc:UPI0002309F95, UniRef:UniRef100_A0A608ZBG3, UniRef:UniRef50_A0A447R4L4, UniRef:UniRef90_A0A447R4L4
contig_1	cds	130187	130597	-	JJLLKI_00143		Hydrogenase	RefSeq:WP_000155985.1, SO:0001217, UniParc:UPI00004F7C27, UniRef:UniRef100_A0A5X8JTE4, UniRef:UniRef50_A9MRR2, UniRef:UniRef90_A9MRR2
contig_1	cds	130594	130893	-	JJLLKI_00144		HypC/HybG/HupF family hydrogenase formation chaperone	RefSeq:WP_000334907.1, SO:0001217, UniParc:UPI000169F360, UniRef:UniRef100_A0A3V8KKL5, UniRef:UniRef50_A9MRR3, UniRef:UniRef90_A9MRR3
contig_1	cds	130893	131501	-	JJLLKI_00145		HyaD/HybD family hydrogenase maturation endopeptidase	RefSeq:WP_001580038.1, SO:0001217, UniParc:UPI0002309F94, UniRef:UniRef100_A0A3Z3HV58, UniRef:UniRef50_A0A2I5HH33, UniRef:UniRef90_A0A2I5HH33
contig_1	cds	131507	132181	-	JJLLKI_00146	cybH	Ni/Fe-hydrogenase, b-type cytochrome subunit	GO:0005506, GO:0009055, GO:0016020, GO:0022904, RefSeq:WP_000550204.1, SO:0001217, UniParc:UPI00004F7C28, UniRef:UniRef100_Q8ZPH1, UniRef:UniRef50_V4PB41, UniRef:UniRef90_A9MRR5
contig_1	cds	132201	134003	-	JJLLKI_00147		Uptake hydrogenase large subunit	RefSeq:WP_000331200.1, SO:0001217, UniParc:UPI0001604495, UniRef:UniRef100_A0A1S0ZK02, UniRef:UniRef50_P0ACD8, UniRef:UniRef90_Q8ZPH0
contig_1	cds	134006	135109	-	JJLLKI_00148		hydrogenase (acceptor)	RefSeq:WP_001194448.1, SO:0001217, UniParc:UPI00000CD0B1, UniRef:UniRef100_Q8ZPG9, UniRef:UniRef50_P69739, UniRef:UniRef90_Q8ZPG9
contig_1	cds	135237	135389	-	JJLLKI_00149		hypothetical protein	SO:0001217, UniParc:UPI000169E9A2, UniRef:UniRef100_A0A455SD02, UniRef:UniRef50_B5F5Z7, UniRef:UniRef90_A0A6C8GNM8
contig_1	cds	135541	136629	+	JJLLKI_00150		Hydrolase	SO:0001217, UniParc:UPI0002309F91, UniRef:UniRef100_A0A5H9Y6W2, UniRef:UniRef50_A0A0U1HXN3, UniRef:UniRef90_A0A447R4L7
contig_1	cds	136795	137466	+	JJLLKI_00151		Regulatory protein	RefSeq:WP_000236521.1, SO:0001217, UniParc:UPI000169E9A4, UniRef:UniRef100_A0A455S7D3, UniRef:UniRef50_A0A2J4IPY4, UniRef:UniRef90_A0A3S4IBB6
contig_1	cds	137525	138550	-	JJLLKI_00152		Alcohol dehydrogenase	RefSeq:WP_023227497.1, SO:0001217, UniParc:UPI00030D8833, UniRef:UniRef100_A0A3U4AS47, UniRef:UniRef50_Q57517, UniRef:UniRef90_A0A3S4GLS7
contig_1	cds	138525	139811	-	JJLLKI_00153		Hexuronate transporter	RefSeq:WP_000824240.1, SO:0001217, UniParc:UPI00000CD0B4, UniRef:UniRef100_Q8ZPG6, UniRef:UniRef50_A0A0D8VZ82, UniRef:UniRef90_A0A0D8VZ82
contig_1	cds	139988	141478	-	JJLLKI_00154		PhoPQ-regulated protein	SO:0001217, UniRef:UniRef50_V7IMV5, UniRef:UniRef90_V7IMV5
contig_1	cds	141614	142855	-	JJLLKI_00155		MFS transporter	RefSeq:WP_001095733.1, SO:0001217, UniParc:UPI000169F2C1, UniRef:UniRef100_A0A5V3Q0H9, UniRef:UniRef50_A0A0M3B4B1, UniRef:UniRef90_A0A5V3Q0H9
contig_1	cds	142845	144353	-	JJLLKI_00156		Alkyl hydroperoxide reductase subunit F	RefSeq:WP_000199412.1, SO:0001217, UniParc:UPI0002413610, UniRef:UniRef100_A0A631QHY9, UniRef:UniRef50_A0A176NSP3, UniRef:UniRef90_Q8ZPG3
contig_1	cds	144398	144886	+	JJLLKI_00157		MarR-family transcriptional regulator	RefSeq:WP_001293638.1, SO:0001217, UniParc:UPI00000CD0B8, UniRef:UniRef100_Q8ZPG2, UniRef:UniRef50_A0A7X5X9A8, UniRef:UniRef90_Q8ZPG2
contig_1	cds	145079	146152	+	JJLLKI_00158		S-adenosylmethionine tRNA ribosyltransferase	EC:2.4.99.17, KEGG:K07568, RefSeq:WP_077464064.1, SO:0001217, UniParc:UPI000985DCF1, UniRef:UniRef100_A0A5H9Y742, UniRef:UniRef50_A0A379TZY1, UniRef:UniRef90_A0A379Q7C7
contig_1	cds	146210	146599	-	JJLLKI_00159	ridA	RidA family protein	RefSeq:WP_001580004.1, SO:0001217, UniParc:UPI0002309F8A, UniRef:UniRef100_A0A6C8GN05, UniRef:UniRef50_H5V2F5, UniRef:UniRef90_A0A3F3I8I2
contig_1	cds	146787	147047	-	JJLLKI_00160		Type II toxin-antitoxin system Phd/YefM family antitoxin	RefSeq:WP_061380072.1, SO:0001217, UniParc:UPI00076E7F78, UniRef:UniRef100_A0A3V3A3T1, UniRef:UniRef50_A0A024HPN5, UniRef:UniRef90_A0A344R249
contig_1	cds	147405	147737	+	JJLLKI_00161		DUF1493 domain-containing protein	RefSeq:WP_001580001.1, SO:0001217, UniParc:UPI0002309ACD, UniRef:UniRef100_A0A3Y2DBW2, UniRef:UniRef50_E6W7H8, UniRef:UniRef90_A0A2T8MG87
contig_1	ncRNA	147971	148264	-	JJLLKI_00162	isrF	isrF Hfq binding RNA	RFAM:RF01389, SO:0000655
contig_1	cds	148026	148307	-	JJLLKI_00163		hypothetical protein	RefSeq:WP_001580000.1, SO:0001217, UniParc:UPI00023093D3, UniRef:UniRef100_A0A3Z3G603, UniRef:UniRef50_A0A5Z3HZ35, UniRef:UniRef90_A0A3Z3G603
contig_1	cds	148595	150058	-	JJLLKI_00164		Coiled-coil protein	SO:0001217, UniRef:UniRef50_A0A3T5BL66, UniRef:UniRef90_A0A3G3DYN2
contig_1	cds	150346	151326	+	JJLLKI_00165		Transcriptional regulator	SO:0001217, UniParc:UPI00016BF283, UniRef:UniRef100_A0A3Y5ZBG6, UniRef:UniRef50_A0A2X4TC31, UniRef:UniRef90_A0A2X4TC31
contig_1	cds	151470	152921	+	JJLLKI_00166	nhaC	Na+/H+ antiporter NhaC	COG:C, COG:COG1757, GO:0006814, GO:0015297, GO:0015385, GO:0016020, GO:1902600, KEGG:K03315, RefSeq:WP_001276631.1, SO:0001217, UniParc:UPI000169F47A, UniRef:UniRef100_V7IP20, UniRef:UniRef50_A0A085GG07, UniRef:UniRef90_A9MR17
contig_1	cds	152934	154136	+	JJLLKI_00167		cysteine-S-conjugate beta-lyase	RefSeq:WP_001579996.1, SO:0001217, UniParc:UPI0002309ACA, UniRef:UniRef100_A0A3U3AJB0, UniRef:UniRef50_A0A447R4A5, UniRef:UniRef90_A0A447R4A5
contig_1	cds	154249	156324	-	JJLLKI_00168	glgX	glycogen debranching protein GlgX	EC:3.2.1.196, EC:3.2.1.68, GO:0004133, GO:0004553, GO:0005980, KEGG:K01214, RefSeq:WP_064043556.1, SO:0001217, UniParc:UPI0007C8EC06, UniRef:UniRef100_A0A5U9HWS7, UniRef:UniRef50_A0A0L0HPK4, UniRef:UniRef90_Q8Z722
contig_1	cds	156381	158909	-	JJLLKI_00169	treY	malto-oligosyltrehalose synthase	EC:5.4.99.15, GO:0005992, GO:0047470, KEGG:K06044, RefSeq:WP_023227509.1, SO:0001217, UniParc:UPI0003BD7F17, UniRef:UniRef100_A0A3Z1AS53, UniRef:UniRef50_A0A379SKE8, UniRef:UniRef90_A0A379SKE8
contig_1	cds	158906	160690	-	JJLLKI_00170	treZ	malto-oligosyltrehalose trehalohydrolase	EC:3.2.1.141, GO:0005992, GO:0033942, KEGG:K01236, RefSeq:WP_023227510.1, SO:0001217, UniParc:UPI0003BCA8FB, UniRef:UniRef100_A0A3V1M382, UniRef:UniRef50_D4GDN2, UniRef:UniRef90_Q8ZPF0
contig_1	cds	160819	161604	-	JJLLKI_00171		DUF1264 domain-containing protein	RefSeq:WP_001579987.1, SO:0001217, UniParc:UPI0002309AC4, UniRef:UniRef100_A0A3Z0IWL2, UniRef:UniRef50_A0A1G5NR45, UniRef:UniRef90_A9MR12
contig_1	cds	161747	162076	-	JJLLKI_00172	hdeB	acid-activated periplasmic chaperone HdeB	KEGG:K19778, RefSeq:WP_001032161.1, SO:0001217, UniParc:UPI0000059EB4, UniRef:UniRef100_Q7CQI8, UniRef:UniRef50_A0A9N8CPB7, UniRef:UniRef90_H2EUL3
contig_1	cds	162426	162857	-	JJLLKI_00173	osmC	Peroxiredoxin OsmC	COG:COG1764, COG:V, EC:1.11.1.28, KEGG:K04063, RefSeq:WP_000152297.1, SO:0001217, UniParc:UPI0000059EB7, UniRef:UniRef100_Q7CQJ1, UniRef:UniRef50_P0C0L2, UniRef:UniRef90_A0A5B0T8G5
contig_1	cds	163369	163584	+	JJLLKI_00174	bdm	biofilm-dependent modulation protein	RefSeq:WP_000495700.1, SO:0001217, UniParc:UPI0000059EB8, UniRef:UniRef100_P65641, UniRef:UniRef50_P76127, UniRef:UniRef90_P65641
contig_1	cds	163679	163822	+	JJLLKI_00175	sra	stationary-phase-induced ribosome-associated protein	GO:0006412, KEGG:K02972, RefSeq:WP_000841559.1, SO:0001217, UniParc:UPI0000059EB9, UniRef:UniRef100_Q7CQJ0, UniRef:UniRef50_Q7CQJ0, UniRef:UniRef90_Q7CQJ0
